open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,ignore,return_1d,return_7d,volatility_20d,rsi,macd,macd_signal,macd_histogram,sma_20,sma_50,sma_200,bb_upper,bb_lower,bb_width,stoch_k,stoch_d
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,2023-03-30 23:59:59.999,2808471938.6424427,1843652,49100.20979,1394972886.7062368,0,-0.011290504645732002,-0.009431918463100541,0.7389196092234767,64.08437046914725,1311.3346275093427,,,26390.704999999998,,,30737.423882805746,22043.98611719425,0.3294128658408897,73.07948438533252,76.60194663884631
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,2023-03-31 23:59:59.999,2203253311.777351,1537349,39636.47111,1117184234.1868577,0,0.015585191231934026,0.03682059788442471,0.7388966680705422,66.0455224716492,1308.3950834059578,,,26791.1865,,,30265.157763906922,23317.215236093078,0.25933687288593377,73.12500467020857,78.41909714987163
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,2023-04-01 23:59:59.999,860804237.452269,822781,15171.37738,431931567.4827481,0,-0.00044369718141634706,0.03604055645879267,0.6941838931657293,65.93342160661419,1290.1740151379927,,,27113.9675,,,29872.089598369657,24355.84540163034,0.20344658880111577,72.65312679803027,72.95253861785712
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,2023-04-02 23:59:59.999,1053600933.0676804,938464,17897.01839,504647268.0863643,0,-0.0098711090289052,0.007287601388012321,0.5919296570062053,63.35805736761815,1238.7906252968496,,,27316.887,,,29738.82397439963,24894.950025600367,0.17732159410401574,62.15972860484054,69.31262002435979
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,2023-04-03 23:59:59.999,2214361048.7823668,1651062,40534.82008,1133865764.0916288,0,-0.013200046713263913,0.024888193177415197,0.5947457247782235,60.015474180977016,1154.7508682954176,,,27473.366499999996,,,29574.25843061686,25372.474569383132,0.15294026166155245,48.26604496850412,61.026300123791636
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,2023-04-04 23:59:59.999,1397141464.875036,1102007,25083.95234,704845402.4191409,0,0.013146402877697971,0.03317551365371951,0.5869142191678435,62.130036693464504,1104.902501775261,,,27667.357,,,29192.717466474747,26141.996533525253,0.11026427038005453,61.920613926935566,57.44879583342674
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,2023-04-05 23:59:59.999,1721098539.0660567,1262730,30556.88672,865971090.1704682,0,0.00016119028015504355,-0.006299781999816623,0.5795863949333852,62.15681019155612,1053.618197501346,,,27825.9185,,,28749.18927406959,26902.64772593041,0.06636048862642874,62.09023590157436,57.42563159900468
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,2023-04-06 23:59:59.999,1122713087.5561826,934548,19308.64369,540384260.8568,0,-0.004834574073633635,0.00018873626265802912,0.41823570142700484,60.76888658374821,990.5669825004006,,,27857.853000000003,,,28763.32444266623,26952.381557333774,0.06500654897319104,57.00195027909165,60.33760003586719
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,2023-04-07 23:59:59.999,691323748.9286413,655634,11983.13367,334559478.4702819,0,-0.004547721288072681,-0.01963895766644086,0.41031765563763023,59.43104167266086,919.7092273572016,1108.7460673476828,-189.0368399904812,27907.795000000002,,,28701.352658636137,27114.237341363867,0.05686996472749888,52.23871117188616,57.11029911751739
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,2023-04-08 23:59:59.999,545324518.6860753,624159,9729.24214,272366679.3440387,0,0.0011484849494720617,-0.018077351452742807,0.3739866833183749,59.671408285996414,856.2695704517719,1058.2507679685007,-201.9811975167288,27906.0705,,,28699.20478831382,27112.936211686185,0.05684313657229646,53.43615264483255,54.225604698603455
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,2023-04-09 23:59:59.999,913915923.6951956,777589,16885.70757,474454325.3569296,0,0.013793927922807203,0.005391548377867705,0.3759030784669541,62.54506666688284,827.5506418739824,1012.1107427495971,-184.5601008756147,27936.408000000003,,,28744.56929134231,27128.246708657694,0.05785720851029299,67.83459242155911,57.83648541275928
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,2023-04-10 23:59:59.999,1955300943.1708305,1285695,36147.62326,1043138687.5916125,0,0.046377317135860574,0.06609136690647488,0.4198426050611426,70.31066027591608,900.4062888073568,989.769851961149,-89.36356315379226,28013.001500000002,,,29109.621743115673,26916.38125688433,0.07829366254206431,95.77276290381171,72.3478359900678
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,2023-04-11 23:59:59.999,2046078278.0821176,1340458,34766.92718,1046250622.2934568,0,0.01899900598366777,0.072249815110488,0.3970198716504492,72.90405264437082,992.14394621889,990.2446708126973,1.8992754061927144,28160.474,,,29559.189461420257,26761.75853857974,0.09933891463760583,89.56402846771105,84.39046126436062
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,2023-04-12 23:59:59.999,1863497606.1415305,1246556,31136.38576,935223730.572567,0,-0.010342571394702404,0.060988973734833696,0.37309343054455907,69.28841888985409,1027.7948863992242,997.7547139300027,30.04017246922149,28240.107,,,29828.916405273045,26651.297594726955,0.11252148621625582,80.23947984333205,88.52542373828494
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,2023-04-13 23:59:59.999,1571091101.1299672,1054144,26767.65298,809748635.0025868,0,0.01625297317625396,0.08347132142533553,0.3465758062532264,71.64376729003033,1082.764655641371,1014.7567022722765,68.0079533690946,28386.0755,,,30182.239834970245,26589.911165029753,0.1265524947237068,93.48525374400548,87.76292068501618
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,2023-04-14 23:59:59.999,2323267494.38023,1504180,38406.59006,1174371283.5651665,0,0.003064808400913499,0.09175695980087673,0.34602510664428515,72.08558040807553,1120.9189232169447,1035.98914646121,84.92977675573457,28536.2745,,,30493.702994760184,26578.846005239815,0.13718879069236486,85.97095606038276,86.56522988257342
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,2023-04-15 23:59:59.999,772211097.614016,732418,12424.34509,377293528.31290674,0,-0.005640213831849872,0.08435385301509957,0.3438584242161375,69.91988828208821,1124.3298288876395,1053.657282946496,70.67254594114343,28652.626499999995,,,30733.84867377461,26571.40432622538,0.14527269768965964,81.44856517253722,86.9682583256418
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,2023-04-16 23:59:59.999,801322926.1525651,708233,13163.73591,399115587.0035981,0,0.0003155626868909245,0.06993739531757104,0.3082628634480186,69.97393446885226,1114.9519364200896,1065.9162136412149,49.03572277887474,28811.6135,,,30887.530420295978,26735.69657970402,0.14410278829375373,81.70016001010593,83.03989374767531
