open_time,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,sma_20,sma_50,sma_200,bb_high,bb_low,volatility,pct_change_1d,pct_change_7d
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142,61.982857135736495,263.2122229921006,118.16879153387035,145.04343145823023,26862.0,26473.3956,28034.179249999997,27855.034908006735,25868.965091993265,0.013495179723359053,0.012838332034101452,0.053296194326088786
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619,56.490415836149836,265.40429198142374,147.61589162338103,117.78840035804271,26902.519500000002,26446.993199999997,28031.366850000002,27915.420545225523,25889.61845477448,0.013939805141706105,-0.013254101993011136,0.014396002574256883
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277,61.664222292471834,305.6344965516182,179.21961260902847,126.41488394258974,26971.090500000002,26473.146800000002,28032.437250000003,28064.36214877672,25877.818851223285,0.014444473312598365,0.01899644623808716,0.03806189922607395
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825,61.90388671065619,335.7114431914961,210.517978725522,125.19346446597407,27042.548499999997,26511.2002,28031.69325,28195.691410974596,25889.4055890254,0.014422608577869478,0.0009158253401495564,0.03687001531011891
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921,61.265019682355,352.289661291783,238.8723152387742,113.41734605300877,27100.2755,26547.541,28035.023650000003,28305.960039761118,25894.590960238882,0.014375562339984384,-0.0014171931063320375,-0.002697858753233473
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639,56.11839188338712,335.183710671874,258.1345943253942,77.04911634647982,27119.2685,26575.543599999997,28031.4972,28343.115909610762,25895.421090389234,0.014270049994902237,-0.01171076456860598,0.0034774214925088476
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383,53.17545271822416,302.0074392668539,266.9091633136861,35.098275953167786,27132.5245,26600.807599999996,28031.17545,28362.063085347763,25902.985914652236,0.01435899025744582,-0.007248971733359588,-0.001324997830562169
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706,46.42880487953144,231.5222415647222,259.8317789638933,-28.30953739917112,27147.896500000003,26617.197999999997,28028.2383,28356.329652148263,25939.463347851743,0.014228730329112073,-0.018787796475517426,-0.03250887284694637
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112,45.042805169533075,164.41557964350795,240.74853909981627,-76.33295945630832,27156.871000000003,26623.736199999996,28022.196199999995,28350.884904004466,25962.85709599554,0.014272394972571944,-0.004312102612340163,-0.023741362308234204
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499,46.56038103569552,118.13172110531013,216.22517550091504,-98.09345439560491,27171.173,26637.3752,28020.88165,28343.670026641852,25998.675973358146,0.014291507742175483,0.0038255386939205493,-0.03827598564896684
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576,46.4319730829678,79.76377813543877,188.9328960278198,-109.16911789238102,27201.377999999997,26653.2246,28018.8387,28306.413551855225,26096.34244814477,0.013967256439726466,-0.00035440399076769324,-0.03949647794247313
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917,51.039822111398315,72.85927833698588,165.71817248965303,-92.85889415266715,27243.845,26675.9602,28012.866449999994,28270.280116108173,26217.40988389183,0.014145323433105535,0.011234344090378379,-0.02732738595231221
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445,65.36286748736168,174.04294056512663,167.38312610474776,6.659814460378868,27357.8005,26723.9404,28015.2277,28410.71758903361,26304.88341096639,0.017672826906430947,0.04959205130707445,0.033006742993506366
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532,63.79761469207038,242.96879626449663,182.50026013669753,60.4685361277991,27458.946500000002,26769.458599999998,28014.88045,28502.63048748425,26415.262512515754,0.017758181175973865,-0.003679548419376566,0.03672090520231386
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591,62.628498176147495,288.1461613136962,203.62944037209726,84.51672094159895,27523.877,26781.5318,28014.216800000002,28611.260958978626,26436.493041021375,0.017117404575948302,-0.00267327231280845,0.053747053080275276
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179,66.09853409097502,351.6648813800057,233.23652857367898,118.4283528063267,27614.214499999995,26809.806199999995,28016.926,28779.025049067543,26449.403950932447,0.017222690368000657,0.013902189265536657,0.07302343119093946
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992,72.71810214072991,473.63134432221705,281.31549172338663,192.31585259883042,27749.538500000002,26884.3714,28026.271200000003,29178.89644150068,26320.180558499324,0.01846478850005943,0.0332708660775638,0.10449854813491188
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897,74.09111768442703,582.9975321621532,341.65189981113997,241.34563235101325,27845.4,26966.4664,28034.992849999995,29556.49307282803,26134.306927171972,0.01676043082819698,0.00811485642946308,0.11385615034440022
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563,74.56441961572823,668.6334054594008,407.0482009407922,261.58520451860863,27970.297499999997,27048.9254,28044.105099999997,29910.08886304786,26030.506136952135,0.016002395086505066,0.002763642685674972,0.10452582754385609
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246,85.3181902315506,973.6082531371976,520.3602113800733,453.24804175712427,28252.474,27190.901,28069.28595,31182.749942155635,25322.19805784436,0.027042930039775016,0.10261012267749958,0.1603187702231308
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418,86.96293317493942,1269.4782534188053,670.1838197878197,599.2944336309855,28559.682,27352.8352,28099.367950000003,32379.950799048587,24739.413200951414,0.027275201987161463,0.02578591647593509,0.19463436811850743
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529,87.94105488412374,1532.5531738284008,842.657690595936,689.8954832324648,28913.965000000004,27526.9142,28132.1563,33483.02469611475,24344.905303885258,0.026728025380769096,0.0169007624091575,0.21808086158192097
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255,83.87043968531006,1693.728303222484,1012.8718131212456,680.8564901012385,29224.9935,27694.748399999997,28161.2958,34302.67335647886,24147.313643521138,0.027105162933215608,-0.009983461874620403,0.1893851404085367
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106,80.83262813001659,1779.991344164031,1166.2957193298028,613.6956248342283,29521.761,27847.4888,28182.569199999998,34949.932634986886,24093.58936501311,0.027328661828322793,-0.007602558704320916,0.14233625354915413
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,81.36178584812563,1842.3668737431508,1301.5099502124724,540.8569235306784,29829.958499999997,28010.8988,28201.9721,35550.74665164232,24109.17034835767,0.02721925902167459,0.005575943835746777,0.1394593076516728
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,82.58096660872248,1905.7307573308535,1422.3541116361487,483.37664569470485,30176.746999999996,28183.3844,28225.161199999995,36147.789392276594,24205.704607723397,0.026721063404081122,0.013053901000557477,0.15115232295050163
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,81.91737269640021,1929.5759566393863,1523.7984806367963,405.77747600259,30530.9775,28356.0468,28245.66565,36637.76911492148,24424.18588507852,0.026537443906130085,-0.0014817865665446295,0.042477787262711786
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,82.4084720433658,1939.4342073040316,1606.9256259702436,332.508581333788,30919.189999999995,28545.591800000002,28266.52985,37034.25576433976,24804.12423566023,0.025610565841392086,0.004787274621149917,0.021137449727660185
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,84.54881329746758,1987.4107375136045,1683.0226482789158,304.3880892346888,31352.28,28737.218399999998,28292.161550000004,37454.526031962356,25250.033968037642,0.025354552142026685,0.022565392322177802,0.026825680041627775
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,78.25445079715993,1964.0727969369036,1739.2326780105134,224.84011892639023,31756.259499999996,28911.6102,28315.34625,37683.20772387199,25829.311276128006,0.02602496540147345,-0.013546601591183705,0.02313006161340314
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,75.42147341319237,1905.4719284288112,1772.480528094173,132.99140033463823,32149.4745,29075.491199999997,28341.778800000004,37757.840461028165,26541.108538971836,0.0262305092970724,-0.006433880083877019,0.02433493193973102
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,76.81010156297847,1865.3892886754184,1791.0622802104222,74.3270084649962,32544.870499999997,29244.7326,28365.189099999996,37792.194189541115,27297.54681045888,0.0262372700530164,0.009945910882288134,0.028786420586250472
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,76.13674929249933,1808.7237528153491,1794.5945747314076,14.129178083941497,32870.4255,29413.776800000003,28396.263,37876.097807582606,27864.75319241739,0.024959235081907904,-0.0014314614054447006,0.014076103469019774
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,76.28932607396888,1746.4444440609877,1784.9645485973238,-38.52010453633602,33202.934499999996,29584.1484,28430.2752,37845.88094831699,28559.988051683,0.024840235393006678,0.00097709691681791,0.016573298761150435
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,77.86234410179904,1705.9095503752542,1769.15354895291,-63.2439985776557,33556.8905,29756.8806,28470.956599999998,37710.4249715097,29403.356028490296,0.02463756293030252,0.010073306323187703,0.021921334928032277
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,78.82893919754409,1672.7074593066573,1749.8643310236594,-77.1568717170021,33902.441000000006,29925.1698,28509.99595,37499.40253870408,30305.47946129593,0.0246563182550649,0.006373039781779832,0.005739181055084419
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,82.7082828293102,1713.496505229472,1742.5907658648218,-29.094260635349883,34254.0435,30116.691600000002,28555.5484,37482.94199307335,31025.145006926647,0.024520860533535544,0.030214132209319677,0.05035546464828866
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,84.42325607812595,1773.8330340267858,1748.8392194972148,24.993814529570955,34623.634999999995,30331.362599999997,28604.5019,37445.41818596952,31801.851814030466,0.02453979008378439,0.016363001752808914,0.07445534983371149
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,81.92257243247886,1787.1993396768012,1756.5112435331323,30.688096143668872,34980.512,30542.3598,28648.64795,37082.85172103091,32878.1722789691,0.024730336520530978,-0.004601139414014854,0.058979119030907246
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,80.931752477672,1772.0499855316302,1759.618991932832,12.430993598798295,35180.219,30752.123199999998,28691.89215,37277.4969240521,33082.94107594789,0.012242447292360974,-0.0017740371667116506,0.05861581840221097
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,72.33285514970225,1692.0275572351966,1746.100704993305,-54.07314775810846,35307.22900000001,30956.4142,28726.84295,37392.1420234128,33222.31597658721,0.012234351526258859,-0.016220534516795504,0.04042790508156546
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,61.637282920203674,1537.3181611940017,1704.3441962334443,-167.0260350394426,35359.986,31141.341800000002,28758.0404,37413.283404395246,33306.68859560475,0.013386496948583588,-0.025004573137704433,0.004295869501840688
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,72.65532333543376,1582.6227863902823,1679.999914264812,-97.37712787452983,35545.312999999995,31374.072399999997,28801.17915,37789.16017320147,33301.46582679852,0.019190673219803434,0.06489262384747163,0.06269466819669023
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,59.20383561899686,1464.8933299327764,1636.978597398405,-172.0852674656287,35658.8875,31569.8828,28835.83065,37783.2724523745,33534.502547625496,0.022089464949594278,-0.044764146208747246,-0.014647521367893823
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,61.256887067708305,1391.8913531648432,1587.9611485516928,-196.0697953868496,35785.533500000005,31761.733399999997,28878.55895,37818.59183937229,33752.47516062772,0.022177226784853152,0.012454819789339933,-0.018436459747201428
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,60.921010780217394,1315.1789058034774,1533.4047000020498,-218.22579419857243,35887.644,31954.9562,28918.050150000003,37861.66570971248,33913.62229028752,0.02209434476912122,-0.0012514366120863762,-0.015133315378400236
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,64.53923651829487,1303.249109086697,1487.3735818189793,-184.12447273228236,36031.900499999996,32162.9022,28959.71865,37993.4663936419,34070.33460635809,0.022444244193472837,0.021651658139197894,0.007978873374338002
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,64.93193097371179,1286.1438938916472,1447.127644233513,-160.98375034186574,36172.351,32352.026399999995,29002.77175,38117.277584988784,34227.42441501122,0.022447741779214492,0.0023800945720888755,0.027037048311805867
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,52.834886210412584,1121.9041510021707,1382.0829455872445,-260.1787945850738,36188.362,32516.9692,29033.95195,38113.46932509752,34263.254674902484,0.024575851121972542,-0.04558573069670091,0.0053573452815502964
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,60.560385387236174,1113.3963849092543,1328.3456334516463,-214.94924854239207,36311.6995,32716.6068,29076.752650000002,38217.47252888332,34405.92647111668,0.026354731723229736,0.046631590875071405,-0.011882762519084378
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,59.83803779634043,1084.9436748944718,1279.6652417402115,-194.72156684573974,36440.5745,32906.920999999995,29121.07355,38243.315474355186,34637.83352564482,0.02629673360793933,-0.003049052697874255,0.03126825908215203
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,61.64896307098382,1083.7352704681325,1240.479247485796,-156.74397701766338,36573.1495,33112.984599999996,29171.297450000002,38340.525825353216,34805.77317464678,0.026313983506895917,0.011242742854936427,0.030033659329566476
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,61.944691822057365,1075.7909619236452,1207.5415903733658,-131.75062844972058,36711.589,33309.9762,29222.059449999997,38400.09892180562,35023.07907819438,0.02628902313468462,0.001779200431038408,0.033159228945446984
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,59.49117915583069,1030.7238146375312,1172.178035226199,-141.4542205886678,36831.655999999995,33499.7914,29271.302849999996,38363.6208918092,35299.69110819079,0.0264418857048845,-0.008820383545342092,0.0023439595330390084
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,57.97199133401121,967.3369178790381,1131.2098117567668,-163.87289387772876,36923.835,33686.3044,29322.673249999996,38315.34070006019,35532.32929993981,0.02647149210223505,-0.005467130855174918,-0.005502983007724227
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,60.99108510244632,952.6133159414239,1095.4905125936984,-142.8771966522745,37033.542499999996,33890.8794,29377.79255,38341.52672952074,35725.558270479254,0.026612605690311538,0.0154706828452289,0.05811763027168593
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,61.17754001122459,933.0751854667469,1063.007447168308,-129.93226170156117,37091.22,34100.1698,29433.189349999997,38436.67578024696,35745.764219753044,0.02585008627816936,0.0009458241348827556,0.011930494643707767
2023-11-30,37854.65,38145.85,37500.0,37723.96,24740.29147,60.048301838009664,896.7095825539218,1029.747874245431,-133.03829169150913,37112.3365,34317.1386,29487.22105,38483.352596991914,35741.32040300808,0.025644029694456262,-0.0034521527611939273,0.01152133785663656
2023-12-01,37723.97,38999.0,37615.86,38682.52,43415.66324,65.13236453568405,934.4654254848574,1010.6913844933163,-76.22595900845886,37189.9625,34555.5964,29544.822949999998,38722.48160252203,35657.443397477975,0.026179310625581997,0.025409845625962824,0.025692343631217973
2023-12-02,38682.51,39717.14,38641.61,39450.35,26696.92161,68.58136622773785,1014.6484314793561,1011.4827938905242,3.165637588831828,37309.273499999996,34807.3634,29606.905499999997,39128.71789517422,35489.829104825774,0.026444182286412904,0.019849534104810163,0.044194028321890455
2023-12-03,39450.35,40250.0,39274.86,39972.26,26710.65335,70.70272153369913,1107.5407759880982,1030.6943903100391,76.84638567805905,37484.740000000005,35069.759000000005,29669.73875,39597.14713227347,35372.33286772654,0.026108749902614106,0.013229540422328379,0.06742331850276506
2023-12-04,39972.26,42420.0,39972.26,41991.1,79272.33059,77.13411522721024,1328.7451966033404,1090.3045515686995,238.44064503464097,37806.735499999995,35366.498,29745.58785,40519.90199946491,35093.56900053508,0.02699717217048909,0.05050602592898157,0.12749881184769096
2023-12-05,41991.1,44488.0,41414.0,44073.32,67490.74644,81.61655209229794,1653.014127893308,1202.8464668336212,450.1676610596867,38117.491500000004,35677.9488,29831.55315,41968.268282397374,34266.714717602634,0.025495736379022825,0.04958717442505667,0.16537908192391781
2023-12-06,44073.82,44297.21,43335.28,43762.69,51431.10492,79.1246029158836,1863.4536139137344,1334.967896249644,528.4857176640905,38497.4505,35985.2844,29914.85445,42954.02440172524,34040.87659827476,0.022625789965367304,-0.007048028149456376,0.15607201653482905
2023-12-07,43762.69,44047.33,42821.1,43273.14,47103.26845,75.22635634855972,1968.0394948253015,1461.5822159647755,506.457278860526,38830.4115,36284.3472,29997.48125,43654.25886933606,34006.564130663945,0.023093788479079003,-0.011186469570312108,0.14709961520476633
2023-12-08,43273.15,44700.0,43081.1,44170.99,42900.37556,77.42325722441197,2099.175561125521,1589.1008849969246,510.0746761285966,39210.556,36593.4928,30084.08985,44442.40167408627,33978.71032591372,0.023121715120490775,0.02074843655902936,0.14188501679828525
2023-12-09,44171.0,44358.02,43584.51,43713.6,24925.97008,73.83131974405305,2141.5083132282525,1699.5823706431904,441.9259425850621,39528.243,36874.384,30166.5598,45036.325693086874,34020.16030691313,0.02336037469238863,-0.010354986383596998,0.10806621487515322
2023-12-10,43713.59,44049.0,43563.0,43789.51,18956.61758,74.04652351655274,2156.3258447819317,1790.9310654709388,365.3947793109928,39845.2795,37151.9782,30253.8623,45564.000720687196,34126.5582793128,0.023369169174661336,0.0017365305076681992,0.09549747750064674
2023-12-11,43789.5,43804.5,40222.0,41253.4,76663.89804,57.13976685579361,1941.0507387937032,1820.955000135492,120.0957386582113,40120.867,37377.197,30327.76035,45545.67890209973,34696.055097900266,0.024968190183193583,-0.05791592552645597,-0.017568008458935247
2023-12-12,41253.41,42104.12,40680.0,41492.39,42722.69773,58.11040666461909,1769.3323994719467,1810.630480002783,-41.29808053083639,40325.0695,37545.645,30401.6927,45632.27630319675,35017.86269680325,0.023206625415437346,0.005793219467971067,-0.058559917882292534
2023-12-13,41492.38,43475.2,40555.0,42869.03,45865.99773,63.27035797967533,1724.4493427443886,1793.3942525511043,-68.94490980671571,40603.807,37724.571,30481.766499999998,45829.97918265173,35377.63481734827,0.023911437481672515,0.033178132182793085,-0.0204205911473907
2023-12-14,42869.03,43420.0,41400.0,43022.26,42047.05709,63.804797506692324,1681.856186131692,1771.086639267222,-89.23045313552984,40869.241500000004,37895.0952,30556.552799999998,46019.983464704674,35718.499535295334,0.023905720299303098,0.0035743752541170792,-0.005797591762465082
2023-12-15,43022.26,43080.81,41666.0,41940.3,33421.7932,57.44838878029989,1543.0088276900497,1725.4710769517876,-182.46224926173795,41077.223,38050.868,30627.5723,46044.98869994627,36109.45730005373,0.024943789360005623,-0.02514884155318664,-0.05050124527433042
2023-12-16,41940.29,42724.43,41605.0,42278.03,24118.85747,58.82722209553541,1443.5825630683612,1669.0933741751023,-225.51081110674113,41318.753000000004,38218.5882,30700.490449999998,46019.67388123621,36617.8321187638,0.024717131749836554,0.008052636724105389,-0.03284035174407962
2023-12-17,42278.02,42424.07,41252.0,41374.65,27722.11452,53.804915437031774,1277.1689077315023,1590.7084808863824,-313.53957315488015,41525.3505,38364.4612,30771.31195,45838.784202606024,37211.91679739398,0.02536531337840128,-0.02136759919986808,-0.05514699753434105
2023-12-18,41374.64,42757.81,40542.93,42657.8,46734.0925,59.140799564580085,1234.592751467797,1519.4853350026656,-284.89258353486866,41767.297,38527.0994,30850.511300000002,45752.324817464076,37782.26918253592,0.025916365751614278,0.03101295116695857,0.03404325461658919
2023-12-19,42657.8,43497.0,41811.1,42275.99,40927.86444,57.02989898187557,1156.7081532387601,1446.9298986498845,-290.2217454111244,41988.364499999996,38683.1246,30925.678299999996,45548.55271152161,38428.17628847838,0.026118812734730542,-0.00895053190741213,0.018885390790937873
2023-12-20,42275.99,44283.0,42206.0,43668.93,48710.2947,62.3146329722903,1193.623318122125,1396.2685825443327,-202.64526442220767,42285.613,38863.7078,31008.67685,45326.886475122286,39244.33952487771,0.026697418353904944,0.03294872574243679,0.018659157904902468
2023-12-21,43668.92,44242.35,43286.72,43861.8,34624.29384,62.993295888302676,1224.3285519410347,1361.8805764236731,-137.55202448263844,42544.577000000005,39032.5152,31092.4098,45167.84065349775,39921.31334650226,0.026374501312516247,0.004416641305385882,0.01951408410436839
2023-12-22,43861.79,44398.26,43412.54,43969.04,32783.19638,63.388098901114034,1242.9876547684762,1338.1019920926337,-95.11433732415753,42770.5115,39213.0642,31183.613999999998,45043.90047348634,40497.12252651366,0.026202040650588895,0.0024449520995490914,0.04837209080526361
2023-12-23,43969.04,43988.68,43291.1,43702.16,16557.1293,61.626088132931,1222.1519358467558,1314.9119808434582,-92.76004499670239,42957.0065,39392.7718,31265.9744,44864.02705015914,41049.98594984087,0.02626787808721428,-0.006069725424980743,0.033684871314959786
2023-12-24,43702.15,43946.0,42500.0,42991.5,25144.33496,57.07633885303027,1135.2091710408786,1278.9714188829423,-143.76224784206374,43007.0265,39551.3604,31349.2352,44861.84785638159,41152.20514361841,0.024323903314576515,-0.016261438793872096,0.03907827619085591
2023-12-25,42991.5,43802.32,42720.43,43576.13,27021.23992,59.71150394626895,1100.7919146141576,1243.3355180291856,-142.54360341502797,42982.167,39722.6454,31434.6228,44791.93761481345,41172.396385186556,0.021773624293412615,0.013598734633590404,0.021527833127821694
2023-12-26,43576.12,43592.68,41637.6,42508.93,41010.04282,53.2811607623911,976.1494269338073,1189.89829981011,-213.7488728763028,42919.47900000001,39871.902200000004,31514.7784,44703.43470510993,41135.52329489008,0.022396854132908317,-0.024490472192000512,0.005509983326233314
2023-12-27,42508.93,43677.0,42098.69,43428.85,36191.21136,57.52712852943578,940.7547778744556,1140.0695954229793,-199.3148175485237,42927.264500000005,40032.49679999999,31602.7166,44718.66954752478,41135.859452475226,0.022826157988106943,0.021640629392459365,-0.005497730308482551
2023-12-28,43428.86,43787.57,42241.79,42563.76,35150.52485,52.67855059728327,833.2930468122868,1078.7142857008407,-245.42123888855394,42846.903000000006,40171.2776,31685.90765,44549.94634707085,41143.85965292916,0.022732029334060454,-0.01991970775187457,-0.029593860717070486
2023-12-29,42563.76,43111.0,41300.0,42066.95,42597.18912,50.068665312383324,699.9715988654425,1002.9657483337611,-302.9941494683186,42764.5705,40278.5948,31766.71645,44451.18683997103,41077.954160028974,0.02276060612126151,-0.011672136108276221,-0.04325975732015086
2023-12-30,42066.94,42612.32,41520.3,42140.28,22906.57818,50.45881390180267,593.3902752732902,921.050653721667,-327.66037844837683,42682.109000000004,40375.3678,31847.7466,44320.8043994792,41043.413600520806,0.022760658498741558,0.0017431736790995966,-0.03573919458443253
2023-12-31,42140.29,42899.0,41965.84,42283.58,23585.91603,51.260287131878215,514.5554459600899,839.7516121693516,-325.1961662092617,42733.618,40478.4394,31933.5215,44249.61044568774,41217.62555431227,0.018520226444665742,0.0034005469351414686,-0.016466510821906644
2024-01-01,42283.58,44184.1,42180.77,44179.55,27174.29903,60.39068848779375,598.1718566581767,791.4356610671166,-193.2638044089399,42867.976,40620.747800000005,32026.426799999997,44396.38670620899,41339.56529379101,0.020911747971210343,0.04483939155577654,0.01384748943974623
2024-01-02,44179.55,45879.63,44148.34,44946.91,65146.40661,63.3806774641518,718.0804193799486,776.764612729683,-58.684193349734414,42971.87,40790.4274,32119.436349999996,44748.737053833305,41195.0029461667,0.020003944613788432,0.017369122139089255,0.05735218458803848
2024-01-03,44946.91,45500.0,40750.0,42845.23,81194.55173,51.83873714522121,636.1872372459475,748.649137632936,-112.46190038698853,42963.0185,40936.3082,32201.077549999998,44740.55692104446,41185.48007895554,0.02283520125317422,-0.04675916542427505,-0.01343853221994129
2024-01-04,42845.23,44729.58,42613.77,44151.1,48038.06334,57.069939122491625,668.9478810184955,732.7088863100479,-63.76100529155235,43073.5585,41062.1662,32290.133199999997,44857.90246234841,41289.21453765159,0.022992729191191268,0.030478772082679795,0.03729322785393019
2024-01-05,44151.1,44357.46,42450.0,44145.11,48075.25327,57.039334316442684,686.5138796321116,723.4698849744607,-36.956005342349044,43166.9125,41221.798200000005,32376.637000000002,44970.26906576097,41363.555934239026,0.02296759140640419,-0.00013567045894657959,0.049401252051789024
2024-01-06,44145.12,44214.42,43397.05,43968.32,17835.06144,56.08339121056126,678.3499881797325,714.4459056155151,-36.09591743578267,43296.596,41368.8862,32454.938650000004,44930.864486208484,41662.32751379151,0.02234099312542081,-0.00400474707164622,0.04337987312851266
2024-01-07,43968.32,44480.59,43572.09,43929.02,23023.8508,55.8592754322376,661.0882499970467,703.7743744918215,-42.686124494774845,43360.157,41516.1046,32524.6143,44988.976646051146,41731.33735394885,0.021374822236191398,-0.0008938253724500855,0.03891439655771811
